molecule_chembl_id,kinase,IC50,units,canonical_smiles,pIC50,ro5_fulfilled,ROMol
CHEMBL5892046,CDK6,0.6,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCN(C(=O)CN(C)C)CC5)cn4)ncc3F)cc21,9.221848749616356,True,<rdkit.Chem.rdchem.Mol object at 0x735c791977d0>
CHEMBL5811976,CDK4,0.7,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CNCCO4)C5)ncc3F)cc2n1C(C)(C)C,9.154901959985745,True,<rdkit.Chem.rdchem.Mol object at 0x735c79197760>
CHEMBL248713,CDK1,0.7,nM,CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(F)ccc5[nH]4)c3c2)c1,9.154901959985745,True,<rdkit.Chem.rdchem.Mol object at 0x735c79197680>
CHEMBL5853767,CDK4,0.7,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CNCCO4)C5)ncc3F)cc2n1C(C)C,9.154901959985745,True,<rdkit.Chem.rdchem.Mol object at 0x735c791975a0>
CHEMBL5762122,CDK4,0.7,nM,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)N(C(C)C)CCO5)n3)nc2)CC1,9.154901959985745,True,<rdkit.Chem.rdchem.Mol object at 0x735c79197530>
CHEMBL5817708,CDK4,0.73,nM,CC1(C)CCc2nc3c(F)cc(-c4nc(Nc5ccc(CN6CCN(C(=O)CO)CC6)cn5)ncc4F)cc3n21,9.136677139879543,True,<rdkit.Chem.rdchem.Mol object at 0x735c791973e0>
CHEMBL4088242,CDK2,0.8,nM,CC[C@@H](C)Oc1nc(Nc2ccc(S(N)(=O)=O)cc2)nc(N)c1C=O,9.096910013008056,True,<rdkit.Chem.rdchem.Mol object at 0x735c79197220>
CHEMBL4215702,CDK4,0.8,nM,CN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,9.096910013008056,True,<rdkit.Chem.rdchem.Mol object at 0x735c791970d0>
CHEMBL6008170,CDK4,0.8,nM,CS(=O)(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,9.096910013008056,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196ff0>
CHEMBL429478,CDK1,0.8,nM,CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(OC)ccc5[nH]4)c3c2)c1,9.096910013008056,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196ea0>
CHEMBL561334,CDK1,0.8,nM,C[C@@H]1CNc2c(sc3ccc4ncccc4c23)C(=O)N1,9.096910013008056,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196b90>
CHEMBL5964401,CDK4,0.86,nM,CCC(CC)n1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc21,9.065501548756432,True,<rdkit.Chem.rdchem.Mol object at 0x735c791966c0>
CHEMBL5841163,CDK6,0.88,nM,CCN1CCN(c2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,9.05551732784983,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196ab0>
CHEMBL194721,CDK1,0.9,nM,FC(F)(F)c1cnc(Nc2ccc3[nH]cnc3c2)nc1Nc1ccccc1Cl,9.045757490560677,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196a40>
CHEMBL4208172,CDK6,0.9,nM,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,9.045757490560677,True,<rdkit.Chem.rdchem.Mol object at 0x735c791969d0>
CHEMBL3698641,CDK4,0.91,nM,Cc1cc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)cnc1N1CCNCC1,9.040958607678906,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196960>
CHEMBL4542247,CDK4,0.91,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C1(C)CC1,9.040958607678906,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196880>
CHEMBL5886747,CDK4,0.92,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1(C)CC1,9.036212172654444,True,<rdkit.Chem.rdchem.Mol object at 0x735c791967a0>
CHEMBL5947385,CDK9,0.92,nM,C=CC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,9.036212172654444,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196730>
CHEMBL5925248,CDK4,0.94,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,9.0268721464003,True,<rdkit.Chem.rdchem.Mol object at 0x735c791965e0>
CHEMBL3698659,CDK4,0.94,nM,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CC4CCC3C4)c2cn1,9.0268721464003,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196570>
CHEMBL5869281,CDK4,0.96,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CN(C)CCO4)C5)ncc3F)cc2n1C(C)(C)C,9.017728766960431,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196500>
CHEMBL3698688,CDK4,0.97,nM,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)cn2)CC1,9.013228265733757,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196490>
CHEMBL5830076,CDK4,0.99,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,9.00436480540245,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196420>
CHEMBL4463172,CDK4,0.99,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C(=N)N)C5)ncc3F)cc2n1C(C)C,9.00436480540245,True,<rdkit.Chem.rdchem.Mol object at 0x735c791963b0>
CHEMBL6059314,CDK6,1.0,nM,CC(C)N1CCc2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)N(C(C)C)CCO5)n3)cc2C1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196340>
CHEMBL2103840,CDK2,1.0,nM,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c791962d0>
CHEMBL478409,CDK2,1.0,nM,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196260>
CHEMBL215803,CDK1,1.0,nM,C[C@@H]1C[C@H]2CN1CCn1nc3c(cccc3c1O)-c1nc3c(cccc3nc1O)O2,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196180>
CHEMBL3642037,CDK4,1.0,nM,CN(C)[C@@H]1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC[C@H]1O,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196110>
CHEMBL5825661,CDK4,1.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCNCC5=O)cn4)ncc3F)cc21,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79196030>
CHEMBL5996434,CDK6,1.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc5c(c4)CNCC5)ncc3F)cc21,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195fc0>
CHEMBL4462530,CDK2,1.0,nM,CC(=O)N[C@@H]1CCC[C@H](C(=O)Nc2cc(-c3cnn4c3CC(C)(C)C4)c(Cl)cn2)C1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195f50>
CHEMBL4205645,CDK4,1.0,nM,CCN1CCN(Cc2ccc(Nc3nccc(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195e70>
CHEMBL3904602,CDK4,1.0,nM,CC(C)N1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195d90>
CHEMBL3545083,CDK9,1.0,nM,COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195cb0>
CHEMBL3702053,CDK4,1.0,nM,CCN(CC)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195c40>
CHEMBL5999532,CDK4,1.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)C5)cn4)ncc3F)cc21,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195bd0>
CHEMBL5742108,CDK4,1.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc21,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194660>
CHEMBL5171657,CDK2,1.0,nM,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(C3CCCC[C@H]3CCO)nc12,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195b60>
CHEMBL5892046,CDK4,1.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCN(C(=O)CN(C)C)CC5)cn4)ncc3F)cc21,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195af0>
CHEMBL4292930,CDK2,1.0,nM,Cc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@@H]3CCO)nc12,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195a10>
CHEMBL3702060,CDK4,1.0,nM,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccnc(Cl)c5n(C5CCCC5)c4n3)nc2)CC1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195930>
CHEMBL6015264,CDK4,1.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(CN5CCN(CC6CC6)CC5)cn4)ncc3F)cc21,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195700>
CHEMBL3698649,CDK4,1.0,nM,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195540>
CHEMBL1964249,CDK2,1.0,nM,COCCOCCOCCOCCN(C)S(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c791954d0>
CHEMBL509406,CDK2,1.0,nM,Cc1ncc(-c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)ncc2F)n1C(C)C,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195460>
CHEMBL1171950,CDK2,1.0,nM,NCCCn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195380>
CHEMBL6048798,CDK4,1.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCNCC5)c(F)c4F)ncc3F)cc21,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195310>
CHEMBL3702122,CDK4,1.0,nM,O=C(O)CN1CCN(Cc2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c791952a0>
CHEMBL559513,CDK2,1.0,nM,CN1CCN(c2cccc(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195230>
CHEMBL5996434,CDK4,1.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc5c(c4)CNCC5)ncc3F)cc21,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195150>
CHEMBL3691546,CDK4,1.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CC4CN5)cn3)nc2n1C1CCCCCC1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c791950e0>
CHEMBL557318,CDK1,1.0,nM,C[C@@H]1CNc2c(sc3ccc4occc4c23)C(=O)N1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195070>
CHEMBL6059314,CDK4,1.0,nM,CC(C)N1CCc2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)N(C(C)C)CCO5)n3)cc2C1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194eb0>
CHEMBL5095102,CDK6,1.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc21,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194e40>
CHEMBL5266005,CDK2,1.0,nM,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@@H]3CCO)nc12,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194d60>
CHEMBL5897984,CDK4,1.02,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CNCCO4)C5)ncc3F)cc2n1C(C)C,8.991399828238082,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194cf0>
CHEMBL5964675,CDK4,1.02,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CNCCO4)C5)ncc3F)cc2n1C(C)(C)C,8.991399828238082,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194c80>
CHEMBL5787921,CDK4,1.06,nM,CN[C@H](C)C(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CC6)c5c4)n3)ccc2C1,8.97469413473523,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194b30>
CHEMBL3694405,CDK9,1.08,nM,COc1ccccc1-c1cc(NC(=O)c2cccc(NS(C)(=O)=O)c2)ncn1,8.96657624451305,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194ac0>
CHEMBL5873158,CDK4,1.09,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C(C)(C)C,8.962573502059376,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194a50>
CHEMBL248712,CDK1,1.1,nM,CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(F)c(F)cc5[nH]4)c3c2)c1,8.958607314841775,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194900>
CHEMBL318999,CDK2,1.1,nM,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nc(OCC2CCCCC2)c1N=O,8.958607314841775,True,<rdkit.Chem.rdchem.Mol object at 0x735c791947b0>
CHEMBL3237704,CDK6,1.1,nM,CC1(C)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,8.958607314841775,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194510>
CHEMBL5943325,CDK4,1.1,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCC(O)CC5)cn4)ncc3F)cc21,8.958607314841775,True,<rdkit.Chem.rdchem.Mol object at 0x735c791944a0>
CHEMBL3698644,CDK6,1.1,nM,c1cc2c3cnc(Nc4cnc(N5CCNCC5)nc4)nc3n(C3CCCC3)c2cn1,8.958607314841775,True,<rdkit.Chem.rdchem.Mol object at 0x735c791943c0>
CHEMBL5201870,CDK2,1.1,nM,COCc1cc(C(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)NC(C)C)C3)[nH]n2)n(C)n1,8.958607314841775,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194350>
CHEMBL5938059,CDK6,1.11,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN)C5)ncc3F)cc2n1C(C)(C)C,8.954677021213342,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194200>
CHEMBL5950426,CDK4,1.12,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)N(C)CCN(C)C)C5)ncc3F)cc2n1C1CC1,8.950781977329818,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194190>
CHEMBL5774473,CDK4,1.12,nM,C#CCN1CCC(N2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)C)c6c5)n4)ccc3C2)C1,8.950781977329818,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194120>
CHEMBL4448494,CDK4,1.12,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C,8.950781977329818,True,<rdkit.Chem.rdchem.Mol object at 0x735c791940b0>
CHEMBL5760424,CDK4,1.12,nM,C#CN1CCC(N2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)C)c6c5)n4)ccc3C2)C1,8.950781977329818,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194040>
CHEMBL5811976,CDK6,1.13,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CNCCO4)C5)ncc3F)cc2n1C(C)(C)C,8.94692155651658,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195ee0>
CHEMBL5853767,CDK6,1.13,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CNCCO4)C5)ncc3F)cc2n1C(C)C,8.94692155651658,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3300>
CHEMBL4466497,CDK4,1.13,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.94692155651658,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b0350>
CHEMBL5938059,CDK4,1.14,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN)C5)ncc3F)cc2n1C(C)(C)C,8.943095148663527,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3c30>
CHEMBL5774332,CDK4,1.16,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CN(C)CCO4)C5)ncc3F)cc2n1C(C)(C)C,8.935542010773082,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b1690>
CHEMBL6020156,CDK4,1.18,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C/C=N/O)C5)ncc3F)cc2n1C(C)C,8.928117992693874,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b14d0>
CHEMBL5939038,CDK6,1.19,nM,CN(C)[C@H]1CCN(C(=O)c2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)C1,8.924453038607469,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b2dc0>
CHEMBL3702046,CDK4,1.2,nM,CC(C)N1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.920818753952375,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b37d0>
