molecule_chembl_id,kinase,IC50,units,canonical_smiles,pIC50,ro5_fulfilled,ROMol,has_brenk
CHEMBL5996434,CDK4,1.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc5c(c4)CNCC5)ncc3F)cc21,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195150>,False
CHEMBL3691546,CDK4,1.0,nM,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CC4CN5)cn3)nc2n1C1CCCCCC1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c791950e0>,False
CHEMBL557318,CDK1,1.0,nM,C[C@@H]1CNc2c(sc3ccc4occc4c23)C(=O)N1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195070>,False
CHEMBL6059314,CDK4,1.0,nM,CC(C)N1CCc2ccc(Nc3ncc(F)c(-c4cc(F)c5c(c4)N(C(C)C)CCO5)n3)cc2C1,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194eb0>,False
CHEMBL5095102,CDK6,1.0,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc21,9.0,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194e40>,False
CHEMBL5897984,CDK4,1.02,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CNCCO4)C5)ncc3F)cc2n1C(C)C,8.991399828238082,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194cf0>,False
CHEMBL5964675,CDK4,1.02,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CNCCO4)C5)ncc3F)cc2n1C(C)(C)C,8.991399828238082,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194c80>,False
CHEMBL5787921,CDK4,1.06,nM,CN[C@H](C)C(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CC6)c5c4)n3)ccc2C1,8.97469413473523,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194b30>,False
CHEMBL3694405,CDK9,1.08,nM,COc1ccccc1-c1cc(NC(=O)c2cccc(NS(C)(=O)=O)c2)ncn1,8.96657624451305,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194ac0>,False
CHEMBL5873158,CDK4,1.09,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C(C)(C)C,8.962573502059376,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194a50>,False
CHEMBL248712,CDK1,1.1,nM,CCNCc1cncc(-c2cnc3[nH]nc(-c4nc5cc(F)c(F)cc5[nH]4)c3c2)c1,8.958607314841775,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194900>,False
CHEMBL318999,CDK2,1.1,nM,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nc(OCC2CCCCC2)c1N=O,8.958607314841775,True,<rdkit.Chem.rdchem.Mol object at 0x735c791947b0>,False
CHEMBL3237704,CDK6,1.1,nM,CC1(C)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,8.958607314841775,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194510>,False
CHEMBL5943325,CDK4,1.1,nM,CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(N5CCC(O)CC5)cn4)ncc3F)cc21,8.958607314841775,True,<rdkit.Chem.rdchem.Mol object at 0x735c791944a0>,False
CHEMBL3698644,CDK6,1.1,nM,c1cc2c3cnc(Nc4cnc(N5CCNCC5)nc4)nc3n(C3CCCC3)c2cn1,8.958607314841775,True,<rdkit.Chem.rdchem.Mol object at 0x735c791943c0>,False
CHEMBL5201870,CDK2,1.1,nM,COCc1cc(C(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)NC(C)C)C3)[nH]n2)n(C)n1,8.958607314841775,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194350>,False
CHEMBL5938059,CDK6,1.11,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN)C5)ncc3F)cc2n1C(C)(C)C,8.954677021213342,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194200>,False
CHEMBL5950426,CDK4,1.12,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)N(C)CCN(C)C)C5)ncc3F)cc2n1C1CC1,8.950781977329818,True,<rdkit.Chem.rdchem.Mol object at 0x735c79194190>,False
CHEMBL4448494,CDK4,1.12,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C,8.950781977329818,True,<rdkit.Chem.rdchem.Mol object at 0x735c791940b0>,False
CHEMBL5811976,CDK6,1.13,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CNCCO4)C5)ncc3F)cc2n1C(C)(C)C,8.94692155651658,True,<rdkit.Chem.rdchem.Mol object at 0x735c79195ee0>,False
CHEMBL5853767,CDK6,1.13,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CNCCO4)C5)ncc3F)cc2n1C(C)C,8.94692155651658,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3300>,False
CHEMBL4466497,CDK4,1.13,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.94692155651658,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b0350>,False
CHEMBL5938059,CDK4,1.14,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN)C5)ncc3F)cc2n1C(C)(C)C,8.943095148663527,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3c30>,False
CHEMBL5774332,CDK4,1.16,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CN(C)CCO4)C5)ncc3F)cc2n1C(C)(C)C,8.935542010773082,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b1690>,False
CHEMBL5939038,CDK6,1.19,nM,CN(C)[C@H]1CCN(C(=O)c2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)C1,8.924453038607469,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b2dc0>,False
CHEMBL3702046,CDK4,1.2,nM,CC(C)N1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,8.920818753952375,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b37d0>,False
CHEMBL3698672,CDK6,1.2,nM,c1ccc2c(c1)c1cnc(Nc3ccc(N4CCNCC4)cn3)nc1n2C1CCCC1,8.920818753952375,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3e60>,False
CHEMBL3237702,CDK4,1.2,nM,CC1CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,8.920818753952375,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b02e0>,False
CHEMBL3694403,CDK9,1.25,nM,COc1ccccc1-c1cc(NC(=O)c2ccc(NS(C)(=O)=O)cc2)ncn1,8.903089986991944,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3bc0>,False
CHEMBL6152892,CDK9,1.26,nM,CCOc1ccc(C2C(C#N)=C(N)OC3C2C(C)=NN3c2ccc(Cl)cc2)cc1,8.899629454882437,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b1cb0>,False
CHEMBL5983466,CDK4,1.27,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.896196279044043,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3b50>,False
CHEMBL5933703,CDK6,1.28,nM,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6(C)CC6)c5c4)n3)ccc2C1,8.892790030352131,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3ae0>,False
CHEMBL3642002,CDK4,1.3,nM,OC[C@H](O)CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.886056647693163,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3990>,False
CHEMBL5561839,CDK9,1.3,nM,CC(C)n1nnc2ccc(-c3ccnc(Nc4cc(C(=O)N5CCCC5)ccn4)c3)cc21,8.886056647693163,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3920>,False
CHEMBL3702158,CDK4,1.3,nM,C1=C(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CCNC1,8.886056647693163,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b38b0>,False
CHEMBL3698658,CDK4,1.3,nM,c1ccc2c(c1)c1cnc(Nc3ccc(N4CCNCC4)cn3)nc1n2C1CCCCC1,8.886056647693163,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3840>,False
CHEMBL3698643,CDK6,1.3,nM,c1cc2c3cnc(Nc4ccc(N5CCNCC5)nc4)nc3n(C3CCCC3)c2cn1,8.886056647693163,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3760>,False
CHEMBL3698698,CDK4,1.3,nM,NCC1CCCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)C1,8.886056647693163,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b1380>,False
CHEMBL5869281,CDK6,1.33,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CN(C)CCO4)C5)ncc3F)cc2n1C(C)(C)C,8.876148359032914,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3680>,False
CHEMBL6014795,CDK4,1.35,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C4CCCN4)C5)ncc3F)cc2n1C1CC1,8.869666231504993,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3530>,False
CHEMBL5774332,CDK6,1.37,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CN(C)CCO4)C5)ncc3F)cc2n1C(C)(C)C,8.863279432843592,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3450>,False
CHEMBL3702120,CDK4,1.39,nM,O=C(O)CN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,8.856985199745905,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3370>,False
CHEMBL5830076,CDK6,1.39,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,8.856985199745905,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3290>,False
CHEMBL5979303,CDK4,1.39,nM,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCS(C)(=O)=O)C5)ncc3F)cc2n1C(C)(C)C,8.856985199745905,True,<rdkit.Chem.rdchem.Mol object at 0x735c791b3140>,False
